0x00800042,anc_fuel_limit_active_timer,high,"Countdown timer loaded from minimum_amount_of_time_which_the_anc_fuel_limit_will_be_active; decrements to 0; controls whether ANC fuel limit status remains active"
0x00800044,anc_timing_limit_active_timer,high,"Countdown timer loaded from minimum_amount_of_time_which_the_anc_timing_limit_will_be_activ; decrements to 0; controls whether ANC timing limit status remains active"
0x00800046,anc_speed_limit_hold_timer,high,"Countdown timer loaded from minimum_amount_of_time_which_the_anc_speed_limit_will_be_active; when it reaches 0 the ANC speed limit status is cleared"
0x00800154,aux_driver_fso_low_side_error_count,high,FSO driver low-side fault counter compared to error threshold; sets error word 8 bit 0x200; associated with water-in-fuel lamp output
0x00800155,aux_driver_engine_brake_high_side_error_count,high,Engine brake driver high-side fault counter; sets error word 8 bit 0x1000 when threshold exceeded
0x00800156,aux_driver_engine_brake_low_side_error_count,high,Engine brake driver low-side fault counter; sets error word 8 bit 0x800; triggers strobe of engine brake driver
0x00800157,aux_driver_cold_start_aid1_high_side_error_count,high,Cold start aid 1 driver high-side fault counter; sets error word 8 bit 0x4000 when threshold exceeded
0x00800158,aux_driver_cold_start_aid1_low_side_error_count,high,Cold start aid 1 driver low-side fault counter; sets error word 8 bit 0x2000; triggers strobe of cold start aid 1 driver
0x00800159,aux_driver_cold_start_aid2_high_side_error_count,high,Cold start aid 2 driver high-side fault counter; sets error word 9 bit 0x1 when threshold exceeded
0x0080015a,aux_driver_cold_start_aid2_low_side_error_count,high,Cold start aid 2 driver low-side fault counter; sets error word 8 bit 0x8000; triggers strobe of cold start aid 2 driver
0x0080015b,aux_driver_ether_start_high_side_error_count,high,Ether start driver high-side fault counter; sets error word 9 bit 0x4 when threshold exceeded
0x0080015c,aux_driver_ether_start_low_side_error_count,high,Ether start driver low-side fault counter; sets error word 9 bit 0x2; triggers strobe of ether start driver
0x00800163,aux_driver_fso_high_side_recovery_count,high,FSO driver high-side recovery counter; clears error word 8 bit 0x400 after good samples threshold met
0x00800164,aux_driver_fso_low_side_recovery_count,high,FSO driver low-side recovery counter; clears error word 8 bit 0x200 after good samples threshold met
0x00800165,aux_driver_engine_brake_low_recovery_count,high,Recovery good-sample counter for engine brake driver (port 2 bit 0) low-side open fault; compared against enhanced_diag recovery threshold to clear error_status_word_8 bit 0x1000
0x00800167,aux_driver_cold_start1_low_recovery_count,high,Recovery good-sample counter for cold start aid 1 driver (port 2 bit 1) low-side open fault; compared against enhanced_diag recovery threshold to clear error_status_word_8 bit 0x4000
0x00800169,aux_driver_cold_start2_low_recovery_count,high,Recovery good-sample counter for cold start aid 2 driver (port 2 bit 2) low-side open fault; compared against enhanced_diag recovery threshold to clear error_status_word_9 bit 0x1
0x0080016a,aux_driver_cold_start2_high_recovery_count,high,Recovery good-sample counter for cold start aid 2 driver (port 2 bit 2) high-side open fault; compared against enhanced_diag recovery threshold to clear error_status_word_8 bit 0x8000
0x0080016b,aux_driver_ether_start_low_recovery_count,high,Recovery good-sample counter for ether start driver (port 2 bit 5) low-side open fault; compared against enhanced_diag recovery threshold to clear error_status_word_9 bit 0x4
0x0080016d,aux_driver5_low_recovery_count,high,Recovery good-sample counter for aux driver 5 (port 2 bit 4) low-side open fault; compared against enhanced_diag recovery threshold to clear error_status_word_9 bit 0x10
0x0080016f,aux_driver6_low_recovery_count,high,Recovery good-sample counter for aux driver 6 (port 2 bit 6) low-side open fault; compared against enhanced_diag recovery threshold to clear error_status_word_9 bit 0x40
0x00800171,aux_driver7_low_recovery_count,high,Recovery good-sample counter for aux driver 7 (port 2 bit 3) low-side open fault; compared against enhanced_diag recovery threshold to clear error_status_word_9 bit 0x100
0x00800173,aux_driver8_high_error_count,high,Error sample counter for aux driver 8 (port 2 bit 7) when commanded high but feedback low; compared against error threshold to set error_status_word_9 bit 0x400
0x00800174,aux_driver8_low_error_count,high,Error sample counter for aux driver 8 (port 2 bit 7) when commanded low but feedback high; compared against error threshold to set error_status_word_9 bit 0x200
0x00800175,aux_driver8_low_recovery_count,high,Recovery good-sample counter for aux driver 8 (port 2 bit 7) low-side open fault; compared against enhanced_diag recovery threshold to clear error_status_word_9 bit 0x400
0x00800182,hsg_reference_speed_for_droop,high,"HSG reference speed used for droop calculation; set to reference_speed_before_droop_calculation when HSG source is 1/2/4/5; otherwise set to hsg_base_reference_speed; compared against threshold for governor droop dispatch"
0x008001ba,throttle_out_of_range_fault_timer,high,Counter for throttle signal out-of-range (states 5/6) compared to fault logging threshold; sets error status word 4 bit 0x10 when expired
0x008001bc,throttle_mismatch_fault_timer,high,Counter for throttle IVS mismatch (states 2/3) compared to fault logging threshold; sets error status word 4 bit 0x20 when expired
0x008001be,throttle_minimum_candidate,high,Stores candidate new throttle minimum value during delayed reset; becomes minimum_sampled_throttle_detected when delay timer 0x0080aa8a expires
0x0080021c,cylinder_pressure_maintenance_status,high,"Status flags for cylinder pressure maintenance algorithm; set to 8 when sensor conditions valid; set to 0 on fault or disable; OR-merged into timing_control_status_flags bit 3"
0x00800320,rpm_speed_bin_index,high,Used in FUN_000127c2 as index into RPM-binned arrays; set by iterating through RPM threshold table (DAT_008072f6) comparing against engine RPM (DAT_0080ccf4); used to index into arrays at system_timer_array and protection tables
0x00800340,data_collector_buffer_write_stop_address,high,"Used as circular buffer write boundary in circularBufferWriteWithStatus; set to buffer end or half-buffer position in vp44_communication_state_machine"
0x0080034a,data_collector_sample_decimation_counter,high,"Incremented each call, reset to 0 when reaching DAT_00805304; controls sample rate decimation for data collector"
0x0080034c,data_collector_channel_count,high,"Counts non-zero entries in channel config table at DAT_00805308; used to partition buffer and calculate record size"
0x00800353,trending_sample_rate_divisor,high,"Set by switch/case to values 5/10/20/40/80/160 in FUN_00013d42; used as countdown threshold in FUN_000138b6 to trigger scheduler_phase_execution_time"
0x00800504,data_record_buffer_write_ptr,high,Write pointer into 400-byte buffer at fuel_demand_blend_input; initialized to buffer start and incremented as data is copied with wraparound
0x0080051c,data_record_byte_counter,high,"Byte counter incremented during data record copy; compared to 200 (0xC8) to detect snapshot buffer full"
0x0080051e,trending_sample_counter,high,"Counter incremented each call; when it reaches trending_sample_rate_divisor triggers a sample event; reset to 0 on trigger and during init"
0x00800521,trending_valid_channel_count,high,"Count of trending channels with data size less than 11 bytes; set during trending init and used as loop bound"
0x00800532,inactive_fault_debounce_scan_index,high,"Loop index from 1 to DGIEFUBF for iterating inactive fault list during debounce processing in diagnosticCodeDebounceHandler"
0x00800534,fault_status_word_scan_index,high,"Iterates 0-31 scanning status/error words in faultFlagScannerAndProcessor; indexes into status_32_word arrays"
0x0080053e,pto_engage_debounce_counter,high,Incremented while PTO engage conditions met in sampleDiscreteInputPins; reset to 0 when cleared; set to 1 when _DAT_0080aa02==3; controls DSPTSESW engage/disengage
0x00800540,cruise_set_switch_debounce_counter,high,Debounce counter for cruise set switch bit 4 in switch_status_cruise_coast_switch_bit_3_on_off; increments up to 0x19 then sets polarity-dependent output bits
0x00800542,cruise_resume_switch_debounce_counter,high,Debounce counter for cruise resume switch bit 1 in switch_status_cruise_coast_switch_bit_3_on_off; same 0x19 threshold pattern as other switch debounce counters
0x00800544,pto_set_switch_debounce_counter,high,Debounce counter for DSPTSESW bit 4 (PTO set); increments up to 0x19 then sets polarity-dependent DSPTSESW bits 8 or 2
0x00800546,pto_resume_switch_debounce_counter,high,Debounce counter for DSPTSESW bit 1 (PTO resume); increments up to 0x19 then sets polarity-dependent DSPTSESW bits 2 or 8
0x0080054c,discrete_input_override_mask_ptr,high,"Pointer to DAT_00803cae (switch override config); set in initVP44StatusMonitoring, indexed as array [0]-[9] for switch override masks in sampleDiscreteInputPins and ioDriverStrobeHandler"
0x00800550,discrete_input_sample_index,high,"Cyclic counter 0-3 used as array index for discrete input sampling buffers at DAT_00800552/00800562/00800572 in sampleDiscreteInputPins"
0x00800552,discrete_input_sample_buffer_0,high,"Base of 4-entry debounce buffer for discrete input port 0; written with XOR'd hardware reads at sample_index offset, OR'd/AND'd across 4 samples for majority vote"
0x008005fa,vp44_timing_fault_debounce_counter,high,Incremented each cycle when RPM exceeds threshold; reset on fault set or RPM drop below hysteresis in vp44TimingFaultMonitor
0x008005fd,vp44_timing_fault_active,high,Char flag set to 1 when timing fault confirmed (error status word 2 bit 15); cleared when RPM drops below recovery threshold; checked in smoke limiter states
0x00800604,epf_fuel_limit_table_x_input,high,"X-axis input variable for EPF fuel limit lookup table; sequentially loaded with torque curve speed breakpoints 1-5 before each lookupTableInterpolation call"
0x0080060c,epf_source_bitmask,high,"Bitmask identifying which engine protection fuel derate source is active; computed as 1 shifted left by DAT_00807f4a; used to set/clear bits in state_flag_to_use_epf_s_rpm_breakpoints"
0x0080060e,engine_protection_state_phase_index,high,Cycles 0-4 as state machine index in engineProtectionMultiStateSlowCycle40Coordinator dispatching to protection substates; reset to 0 in init
0x0080061c,engine_protection_shutdown_command_previous,high,Stores previous cycle engine_protection_shutdown_command value; used to detect rising edge of shutdown command for counter logic
0x00800622,protection_config_table_ptr,high,Iterator pointer stepping through protection configuration entries from DAT_00807032 to load_breakpoint_table in 18-word increments; fields accessed as ushort array
0x00800626,protection_state_data_ptr,high,Pointer to 46-byte protection state records starting at DAT_0080d0dc; stores fault timers counters and status flags per protection entry
0x0080062e,oil_pressure_fault_inhibit_timer,high,Timer incremented each cycle while engine running; suppresses oil pressure faults during powerup period until reaching calibrated threshold
0x00800630,engine_protection_fueling_severity_filtered,high,"Rate-limited filtered severity index (0-256) from engine protection fueling; compared against time_to_reach_full_derate; drives fuel derate and _indicator_from_engine_protection_that_fuel_derate"
